"hotel";"can";"lt";"arr_m";"arr_wn";"s_wend_n";"s_wday_n";"adults";"children";"babies";"meal";"country";"d_wl";"adr";"res_s";"arr"
"City Hotel";"1";221;"June";"24";1;2;2;0;0;"BB";"PRT";15;80;"Canceled";2016-06-10
"City Hotel";"1";294;"August";"32";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2015-08-07
"City Hotel";"1";36;"March";"11";0;1;2;0;0;"BB";"PRT";0;81.9;"Canceled";2016-03-10
"City Hotel";"0";83;"September";"39";0;2;2;0;0;"BB";"PRT";0;62;"Check-Out";2015-09-23
"Resort Hotel";"0";45;"March";"10";1;5;2;0;0;"HB";"DEU";0;81;"Check-Out";2016-03-01
"Resort Hotel";"0";290;"May";"22";4;10;1;0;0;"BB";"GBR";0;51.95;"Check-Out";2017-05-29
"City Hotel";"0";201;"May";"22";0;2;2;0;0;"BB";"BEL";0;127;"Check-Out";2016-05-24
"Resort Hotel";"0";104;"November";"45";2;5;2;0;0;"BB";"IND";0;54;"Check-Out";2016-11-05
"Resort Hotel";"0";61;"February";"7";1;3;2;0;0;"BB";"GBR";0;33.3;"Check-Out";2016-02-11
"City Hotel";"0";115;"May";"21";1;2;2;0;0;"BB";"FRA";0;135;"Check-Out";2017-05-22
"City Hotel";"0";40;"May";"21";0;3;2;0;0;"BB";"FRA";0;140.4;"Check-Out";2016-05-17
"City Hotel";"1";59;"October";"42";1;0;2;0;0;"SC";"PRT";0;108;"Canceled";2016-10-10
"City Hotel";"0";18;"July";"29";1;1;2;0;0;"BB";"PRT";0;75;"Check-Out";2015-07-18
"Resort Hotel";"0";312;"March";"10";2;5;1;0;0;"HB";"DEU";0;42;"Check-Out";2017-03-05
"Resort Hotel";"0";147;"March";"14";2;5;2;0;0;"HB";"LUX";0;73;"Check-Out";2016-03-28
"Resort Hotel";"0";28;"July";"30";1;4;2;0;0;"BB";"ESP";0;179.2;"Check-Out";2016-07-20
"City Hotel";"0";6;"March";"11";0;1;2;0;0;"SC";"USA";0;98;"Check-Out";2017-03-18
"City Hotel";"0";396;"June";"26";2;0;2;0;0;"HB";"DEU";0;122.4;"Check-Out";2017-06-25
"Resort Hotel";"0";36;"October";"41";1;5;2;2;0;"BB";"IRL";0;121.17;"Check-Out";2015-10-06
"Resort Hotel";"1";132;"January";"2";0;3;2;0;0;"BB";"PRT";0;29.16;"Canceled";2016-01-05
"City Hotel";"1";111;"August";"32";0;2;2;0;0;"SC";"ESP";0;134;"Canceled";2017-08-11
"Resort Hotel";"1";139;"August";"33";3;5;2;0;0;"BB";"GBR";0;211;"Canceled";2016-08-07
"City Hotel";"0";196;"August";"32";1;4;2;0;0;"SC";"NOR";0;80.75;"Check-Out";2016-08-03
"Resort Hotel";"0";52;"November";"46";0;3;2;0;0;"BB";"GBR";0;46.8;"Check-Out";2016-11-10
"Resort Hotel";"1";166;"July";"29";0;2;2;0;0;"FB";"PRT";0;121.5;"Canceled";2015-07-15
"City Hotel";"0";346;"September";"38";0;2;1;0;0;"HB";"PRT";0;90;"Check-Out";2016-09-13
"City Hotel";"0";44;"February";"9";2;5;2;0;0;"SC";"ESP";0;66.29;"Check-Out";2016-02-21
"City Hotel";"1";412;"August";"35";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2016-08-25
"City Hotel";"0";48;"October";"43";2;2;2;0;0;"BB";"BRA";0;94.5;"Check-Out";2015-10-23
"City Hotel";"1";315;"April";"15";0;3;3;0;0;"BB";"PRT";0;144.8;"Canceled";2017-04-13
"City Hotel";"1";21;"October";"41";0;3;2;0;0;"SC";"CHN";0;116.1;"Canceled";2016-10-04
"Resort Hotel";"0";96;"September";"40";2;7;2;0;0;"BB";"IRL";0;48.8;"Check-Out";2015-09-29
"Resort Hotel";"1";102;"January";"2";2;3;2;0;0;"BB";"GBR";0;55.8;"Canceled";2017-01-08
"City Hotel";"0";418;"September";"40";1;2;2;0;0;"HB";"DEU";223;107;"Check-Out";2016-09-26
"City Hotel";"0";200;"July";"27";0;5;2;0;0;"BB";"ESP";0;89.1;"Check-Out";2017-07-04
"Resort Hotel";"1";11;"January";"4";2;3;1;0;0;"BB";"DEU";0;58;"Canceled";2017-01-28
"Resort Hotel";"1";226;"September";"37";2;5;1;0;0;"BB";"PRT";0;52.7;"Canceled";2016-09-04
"City Hotel";"0";15;"December";"50";0;2;1;0;0;"BB";"PRT";0;65;"Check-Out";2015-12-10
"City Hotel";"0";18;"September";"38";2;1;2;0;0;"HB";"MAR";0;137.57;"Check-Out";2016-09-11
"Resort Hotel";"0";26;"January";"4";1;3;2;0;0;"BB";"IRL";0;48;"Check-Out";2016-01-21
"Resort Hotel";"0";26;"August";"33";1;1;2;0;0;"BB";"CN";0;162.47;"Check-Out";2015-08-15
"City Hotel";"1";107;"August";"34";1;4;3;0;0;"BB";"ESP";0;150.3;"Canceled";2016-08-17
"City Hotel";"0";54;"March";"11";2;3;2;1;0;"BB";"FRA";0;100.3;"Check-Out";2017-03-18
"City Hotel";"1";223;"August";"34";1;5;2;0;0;"BB";"GBR";0;130.5;"Canceled";2017-08-21
"City Hotel";"0";57;"September";"38";0;2;1;0;0;"HB";"ITA";0;91;"Check-Out";2016-09-16
"City Hotel";"0";88;"May";"18";1;2;2;0;0;"BB";"FRA";0;135;"Check-Out";2017-05-05
"City Hotel";"1";112;"April";"15";1;1;2;0;0;"BB";"FRA";0;148.5;"No-Show";2017-04-15
"City Hotel";"0";173;"July";"28";0;1;2;2;0;"BB";"PRT";0;177.3;"Check-Out";2016-07-08
"Resort Hotel";"0";197;"April";"18";1;1;2;0;0;"HB";"DEU";0;85;"Check-Out";2016-04-30
"City Hotel";"0";114;"May";"21";1;1;2;0;0;"BB";"DEU";0;94.5;"Check-Out";2016-05-16
"City Hotel";"1";16;"November";"45";0;2;1;0;0;"BB";"PRT";0;95;"Canceled";2015-11-04
"City Hotel";"0";1;"August";"35";0;1;2;0;0;"BB";"DEU";0;106;"Check-Out";2015-08-29
"City Hotel";"1";117;"April";"18";0;2;2;0;0;"BB";"PRT";0;72.67;"Canceled";2016-04-29
"City Hotel";"1";66;"September";"38";0;2;2;0;0;"BB";"CHE";0;149.4;"Canceled";2016-09-15
"City Hotel";"0";40;"August";"36";0;4;2;0;0;"BB";"DEU";0;85.5;"Check-Out";2016-08-31
"City Hotel";"1";96;"May";"19";2;2;2;0;0;"BB";"CHE";0;175.5;"Canceled";2017-05-12
"City Hotel";"0";1;"October";"40";1;1;2;0;0;"BB";"RUS";0;184;"Check-Out";2016-10-01
"Resort Hotel";"1";117;"July";"30";0;4;2;0;0;"HB";"PRT";0;190.23;"Canceled";2017-07-25
"City Hotel";"0";0;"October";"45";1;0;2;0;0;"BB";"BRA";0;120;"Check-Out";2016-10-31
"Resort Hotel";"1";212;"April";"16";2;5;2;0;0;"HB";"PRT";0;67.05;"Canceled";2016-04-11
"City Hotel";"0";134;"February";"8";0;1;1;0;0;"BB";"PRT";0;75;"Check-Out";2017-02-25
"City Hotel";"0";58;"March";"13";2;7;2;0;0;"BB";"DEU";0;80.76;"Check-Out";2017-03-29
"City Hotel";"0";135;"September";"38";1;2;2;0;0;"BB";"CN";0;90;"Check-Out";2015-09-14
"City Hotel";"1";86;"April";"14";2;1;2;0;0;"SC";"FRA";0;76.5;"Canceled";2016-04-02
"Resort Hotel";"0";0;"February";"9";1;0;1;0;0;"BB";"PRT";0;35;"Check-Out";2016-02-22
"Resort Hotel";"0";0;"January";"2";1;0;2;0;0;"BB";"PRT";0;48;"Check-Out";2016-01-03
"City Hotel";"0";71;"September";"37";0;2;1;0;0;"BB";"FRA";0;90;"Check-Out";2015-09-09
"City Hotel";"0";35;"April";"17";1;1;3;0;0;"BB";"THA";0;128.7;"Check-Out";2016-04-18
"City Hotel";"1";54;"March";"12";1;2;2;0;0;"SC";"POL";0;88.2;"Canceled";2016-03-18
"City Hotel";"0";3;"May";"22";0;1;1;0;0;"SC";"ESP";0;106.28;"Check-Out";2017-05-30
"City Hotel";"1";161;"May";"18";0;2;2;0;0;"BB";"PRT";0;120;"Canceled";2017-05-05
"City Hotel";"0";67;"October";"43";1;3;3;0;0;"BB";"PRT";0;151.2;"Check-Out";2016-10-17
"City Hotel";"0";27;"September";"39";0;1;3;0;0;"BB";"JPN";0;125;"Check-Out";2016-09-20
"City Hotel";"0";67;"December";"49";2;1;2;0;0;"SC";"PRT";0;95.4;"Check-Out";2015-12-05
"Resort Hotel";"0";19;"June";"23";0;2;2;1;0;"HB";"ESP";0;206.1;"Check-Out";2016-06-03
"City Hotel";"0";9;"April";"18";0;2;2;0;0;"BB";"PRT";0;110;"Check-Out";2016-04-29
"City Hotel";"1";54;"April";"14";0;2;2;0;0;"BB";"PRT";0;110;"Canceled";2017-04-05
"City Hotel";"0";213;"August";"35";1;3;1;0;0;"HB";"PRT";0;104;"Check-Out";2017-08-28
"City Hotel";"0";125;"May";"20";2;5;2;0;0;"BB";"DEU";0;110.86;"Check-Out";2017-05-18
"Resort Hotel";"1";83;"April";"17";2;5;2;0;0;"BB";"PRT";0;58;"Canceled";2016-04-22
"City Hotel";"0";59;"February";"6";2;2;2;0;0;"BB";"AUT";0;62;"Check-Out";2016-02-06
"Resort Hotel";"0";15;"August";"34";0;3;3;0;0;"HB";"ESP";0;220.87;"Check-Out";2016-08-18
"Resort Hotel";"1";15;"September";"38";0;2;2;0;0;"BB";"ESP";0;129;"Canceled";2016-09-13
"City Hotel";"1";300;"November";"46";0;2;2;0;0;"BB";"PRT";0;65;"Canceled";2016-11-11
"City Hotel";"1";55;"November";"47";2;1;2;0;0;"SC";"CHN";0;71.28;"Canceled";2016-11-13
"City Hotel";"1";156;"September";"40";2;1;2;0;0;"SC";"JPN";0;116.1;"Canceled";2016-09-25
"City Hotel";"0";16;"August";"32";2;2;2;0;0;"BB";"ESP";0;62;"Check-Out";2015-08-08
"City Hotel";"0";256;"June";"25";0;2;2;0;0;"HB";"DEU";0;115;"Check-Out";2016-06-15
"City Hotel";"1";12;"March";"10";2;5;2;0;0;"BB";"RUS";0;111.14;"Canceled";2016-03-03
"Resort Hotel";"0";10;"September";"38";0;2;2;0;0;"BB";"TUR";0;121;"Check-Out";2016-09-13
"City Hotel";"0";1;"August";"33";0;1;2;0;0;"BB";"FRA";0;75;"Check-Out";2015-08-11
"City Hotel";"0";20;"February";"9";2;2;2;0;0;"BB";"GBR";0;79.2;"Check-Out";2017-02-26
"Resort Hotel";"1";148;"October";"43";0;1;1;0;0;"BB";"PRT";0;39;"Canceled";2015-10-24
"City Hotel";"0";149;"July";"29";2;2;3;0;0;"BB";"IRL";0;169.65;"Check-Out";2017-07-21
"Resort Hotel";"0";60;"August";"33";0;4;2;2;0;"BB";"PRT";0;188;"Check-Out";2015-08-11
"City Hotel";"0";13;"September";"39";2;0;1;0;0;"BB";"PRT";0;87.78;"Check-Out";2015-09-20
"City Hotel";"1";465;"July";"27";0;1;2;0;0;"BB";"PRT";0;90;"Canceled";2017-07-04
"City Hotel";"0";42;"March";"11";2;5;2;0;0;"HB";"ESP";0;127.79;"Check-Out";2016-03-12
"Resort Hotel";"0";233;"July";"27";2;5;2;0;0;"BB";"ROU";0;101.7;"Check-Out";2017-07-02
"City Hotel";"1";447;"September";"40";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2016-09-29
"City Hotel";"1";566;"January";"4";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2017-01-26
"Resort Hotel";"0";0;"January";"5";1;1;2;0;0;"BB";"ITA";0;58;"Check-Out";2017-01-30
"Resort Hotel";"1";157;"October";"40";2;2;2;0;0;"BB";"PRT";0;52;"Canceled";2016-10-01
"City Hotel";"1";311;"August";"35";1;1;2;0;0;"BB";"PRT";0;62;"Canceled";2015-08-24
"City Hotel";"0";101;"May";"18";2;2;2;0;0;"BB";"FRA";0;85;"Check-Out";2017-05-06
"Resort Hotel";"1";36;"November";"45";2;6;1;0;0;"BB";"PRT";0;40;"Canceled";2015-11-07
"City Hotel";"0";7;"June";"23";0;1;1;0;0;"BB";"PRT";0;142.65;"Check-Out";2017-06-07
"Resort Hotel";"0";3;"November";"46";1;1;1;0;0;"BB";"PRT";0;0;"Check-Out";2016-11-07
"Resort Hotel";"0";129;"July";"29";2;4;2;0;0;"BB";"PRT";0;146.67;"Check-Out";2016-07-10
"City Hotel";"0";33;"March";"10";1;1;2;0;0;"BB";"BEL";0;83.9;"Check-Out";2016-03-05
"City Hotel";"1";121;"June";"26";0;1;2;2;0;"BB";"FRA";0;230;"Canceled";2017-06-29
"City Hotel";"0";148;"August";"35";2;1;2;0;0;"BB";"AUT";0;72.25;"Check-Out";2016-08-21
"City Hotel";"0";28;"April";"17";0;2;2;0;0;"BB";"BRA";0;109;"Check-Out";2016-04-21
"City Hotel";"0";58;"May";"21";1;2;2;0;0;"SC";"CN";0;89.4;"Check-Out";2016-05-16
"Resort Hotel";"0";0;"October";"41";2;0;2;0;0;"BB";"TUR";0;56;"Check-Out";2015-10-04
"City Hotel";"0";97;"August";"35";1;3;1;0;0;"HB";"PRT";0;104;"Check-Out";2017-08-28
"City Hotel";"0";39;"March";"10";0;2;1;0;0;"BB";"JPN";0;77.5;"Check-Out";2016-03-04
"Resort Hotel";"1";40;"May";"21";0;2;1;0;0;"BB";"PRT";0;55;"Canceled";2016-05-18
"Resort Hotel";"0";47;"October";"43";1;4;2;0;0;"HB";"ESP";47;76.8;"Check-Out";2015-10-19
"City Hotel";"0";29;"September";"40";2;1;3;0;0;"BB";"BRA";0;154.93;"Check-Out";2016-09-25
"Resort Hotel";"0";87;"July";"26";0;0;1;0;0;"BB";"PRT";0;0;"Check-Out";2017-07-01
"Resort Hotel";"0";0;"August";"32";1;1;2;0;0;"BB";"FRA";0;212.05;"Check-Out";2016-08-06
"City Hotel";"1";476;"July";"28";2;1;2;0;0;"BB";"PRT";0;112.67;"Canceled";2017-07-15
"Resort Hotel";"0";20;"July";"29";2;5;2;0;0;"BB";"EST";0;164.71;"Check-Out";2016-07-11
"Resort Hotel";"0";13;"June";"26";1;0;2;0;0;"BB";"PRT";0;97;"Check-Out";2016-06-20
"City Hotel";"1";379;"July";"30";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2016-07-21
"Resort Hotel";"0";168;"September";"37";1;5;3;0;0;"HB";"PRT";0;244;"Check-Out";2016-09-06
"Resort Hotel";"0";25;"August";"32";1;0;2;0;0;"BB";"PRT";0;207;"Check-Out";2015-08-03
"City Hotel";"1";56;"February";"5";0;3;2;0;0;"BB";"PRT";0;60;"Canceled";2017-02-01
"Resort Hotel";"0";0;"September";"37";1;0;2;0;0;"BB";"ESP";0;166;"Check-Out";2016-09-05
"Resort Hotel";"0";81;"April";"17";2;5;2;0;0;"BB";"IDN";0;40.95;"Check-Out";2017-04-29
"City Hotel";"0";41;"March";"13";0;3;2;0;0;"SC";"ESP";0;106.8;"Check-Out";2016-03-24
"City Hotel";"0";346;"September";"38";0;2;2;0;0;"HB";"DEU";0;115;"Check-Out";2016-09-13
"City Hotel";"0";22;"October";"43";0;4;2;0;0;"BB";"FRA";0;75;"Check-Out";2015-10-20
"City Hotel";"1";215;"August";"33";1;2;2;0;0;"BB";"ITA";0;96.3;"Canceled";2016-08-08
"Resort Hotel";"1";304;"June";"23";2;3;2;0;0;"HB";"PRT";0;66;"Canceled";2017-06-08
"Resort Hotel";"0";0;"March";"10";0;1;2;0;0;"BB";"FIN";0;58;"Check-Out";2016-03-04
"City Hotel";"1";199;"October";"44";0;2;2;0;0;"BB";"PRT";0;95;"Canceled";2016-10-28
"Resort Hotel";"1";214;"November";"49";0;3;2;0;0;"BB";"LUX";0;54;"Canceled";2016-11-30
"City Hotel";"0";9;"January";"4";1;4;1;0;0;"SC";"BRA";0;54.9;"Check-Out";2016-01-18
"Resort Hotel";"1";92;"February";"9";1;2;2;0;0;"Undefined";"PRT";0;79;"Canceled";2016-02-26
"Resort Hotel";"0";180;"July";"32";2;5;2;0;1;"FB";"PRT";0;156.6;"Check-Out";2016-07-31
"City Hotel";"1";250;"September";"40";1;3;2;0;0;"BB";"PRT";0;95;"Canceled";2016-09-26
"City Hotel";"0";164;"October";"40";0;2;1;0;0;"BB";"PRT";0;100;"Check-Out";2015-10-02
"Resort Hotel";"0";1;"May";"21";0;2;1;0;0;"BB";"PRT";0;42;"Check-Out";2016-05-18
"Resort Hotel";"1";47;"September";"38";2;2;2;0;0;"BB";"ESP";0;158.78;"Canceled";2016-09-11
"City Hotel";"1";186;"May";"22";0;2;2;0;0;"BB";"PRT";0;130;"Canceled";2017-05-30
"City Hotel";"1";138;"August";"34";0;3;3;0;0;"BB";"AUS";0;195;"Canceled";2017-08-23
"Resort Hotel";"0";40;"December";"51";2;5;2;1;0;"HB";"FRA";0;74.61;"Check-Out";2015-12-19
"City Hotel";"0";317;"August";"32";1;2;1;0;0;"BB";"DEU";0;116.1;"Check-Out";2017-08-11
"City Hotel";"1";283;"October";"43";2;0;2;0;0;"HB";"PRT";0;96;"Canceled";2016-10-16
"City Hotel";"0";19;"February";"7";2;1;2;0;0;"BB";"ESP";0;82.8;"Check-Out";2016-02-07
"City Hotel";"0";121;"April";"14";0;2;2;0;0;"BB";"GBR";0;99;"Check-Out";2017-04-07
"City Hotel";"0";76;"March";"12";0;2;2;0;0;"SC";"IRL";0;76.5;"Check-Out";2016-03-18
"Resort Hotel";"0";12;"April";"16";0;1;2;0;0;"BB";"PRT";0;96;"Check-Out";2017-04-18
"Resort Hotel";"1";229;"May";"18";2;5;2;0;0;"BB";"IRL";0;60;"Canceled";2017-05-03
"City Hotel";"1";97;"October";"41";1;3;1;0;0;"BB";"PRT";0;140;"Canceled";2015-10-05
"City Hotel";"0";152;"August";"31";1;2;2;0;0;"BB";"NLD";0;112.5;"Check-Out";2017-08-04
"City Hotel";"0";23;"September";"40";0;2;2;0;0;"SC";"DEU";0;129;"Check-Out";2016-09-28
"Resort Hotel";"0";128;"April";"15";2;8;2;0;0;"HB";"DEU";0;80;"Check-Out";2017-04-13
"City Hotel";"0";44;"April";"17";2;1;2;0;0;"BB";"FRA";0;95;"Check-Out";2016-04-23
"City Hotel";"0";9;"June";"25";1;0;2;0;0;"SC";"ESP";0;89;"Check-Out";2016-06-13
"Resort Hotel";"0";7;"January";"5";0;2;1;0;0;"BB";"DEU";0;40.11;"Check-Out";2017-01-31
"Resort Hotel";"0";56;"September";"40";0;3;2;0;0;"BB";"LTU";0;67.8;"Check-Out";2015-09-30
"City Hotel";"0";131;"October";"41";0;3;2;0;0;"BB";"FRA";0;144.67;"Check-Out";2016-10-04
"City Hotel";"1";321;"September";"36";0;2;2;0;0;"BB";"PRT";0;62.8;"Canceled";2015-09-03
"City Hotel";"1";368;"June";"26";0;3;2;0;0;"BB";"PRT";0;90;"Canceled";2017-06-28
"City Hotel";"0";50;"July";"29";0;2;2;0;0;"BB";"ESP";0;159;"Check-Out";2017-07-19
"City Hotel";"1";66;"April";"15";2;0;2;0;0;"BB";"PRT";0;100;"Canceled";2017-04-09
"City Hotel";"0";1;"April";"18";0;2;2;0;0;"BB";"PRT";0;131;"Check-Out";2016-04-27
"City Hotel";"1";118;"August";"32";0;2;2;0;0;"BB";"GBR";0;155;"Canceled";2017-08-11
"Resort Hotel";"0";138;"March";"12";2;2;2;0;0;"HB";"AUT";122;80;"Check-Out";2017-03-19
"Resort Hotel";"1";110;"July";"28";0;5;2;1;0;"BB";"ISR";0;200;"Canceled";2017-07-11
"Resort Hotel";"1";120;"February";"6";4;6;2;0;0;"BB";"PRT";0;50.4;"Canceled";2016-02-06
"City Hotel";"0";19;"August";"33";3;8;2;0;0;"BB";"FRA";0;149;"Check-Out";2016-08-11
"Resort Hotel";"0";50;"October";"41";2;2;2;0;0;"BB";"CN";0;46;"Check-Out";2016-10-02
"City Hotel";"1";29;"October";"45";1;4;2;0;0;"BB";"ITA";0;114.4;"Canceled";2016-10-31
"Resort Hotel";"0";153;"July";"28";4;6;2;0;0;"BB";"GBR";0;104.85;"Check-Out";2017-07-09
"City Hotel";"0";53;"March";"11";2;3;2;0;0;"SC";"FRA";0;65.75;"Check-Out";2016-03-06
"Resort Hotel";"1";32;"January";"1";2;6;2;0;0;"BB";"GBR";0;53.5;"Canceled";2017-01-06
"Resort Hotel";"0";2;"July";"28";0;1;2;2;0;"BB";"PRT";0;246;"Check-Out";2016-07-09
"City Hotel";"1";178;"April";"18";0;3;1;0;0;"BB";"PRT";46;110;"Canceled";2016-04-28
"Resort Hotel";"1";170;"October";"41";4;8;2;0;0;"BB";"CN";0;44.5;"Canceled";2015-10-04
"City Hotel";"1";92;"September";"37";2;2;2;0;0;"BB";"CZE";0;149.4;"Canceled";2016-09-09
"City Hotel";"0";16;"July";"27";0;2;2;0;0;"BB";"CHN";0;171;"Check-Out";2017-07-06
"City Hotel";"0";0;"October";"44";2;5;1;0;0;"BB";"DEU";0;62;"Check-Out";2015-10-30
"City Hotel";"1";92;"April";"14";1;2;2;0;0;"SC";"ITA";0;99;"Canceled";2017-04-07
"City Hotel";"0";12;"October";"42";1;0;2;0;0;"BB";"PRT";0;130;"Check-Out";2016-10-10
"Resort Hotel";"1";8;"May";"21";0;2;2;0;0;"BB";"PRT";0;0;"Canceled";2017-05-23
"City Hotel";"0";168;"September";"37";0;2;1;0;0;"BB";"PRT";0;50;"Check-Out";2015-09-11
"City Hotel";"0";70;"October";"43";0;2;2;0;0;"SC";"CHN";0;97.2;"Check-Out";2016-10-18
"Resort Hotel";"0";123;"February";"9";1;1;2;0;0;"FB";"ESP";0;64;"Check-Out";2016-02-27
"Resort Hotel";"0";65;"March";"11";2;6;2;0;0;"HB";"ESP";0;80;"Check-Out";2017-03-18
"City Hotel";"1";39;"July";"28";0;1;1;0;0;"SC";"GBR";0;140;"Canceled";2017-07-15
"Resort Hotel";"0";208;"August";"34";4;9;2;0;0;"HB";"DEU";0;101.75;"Check-Out";2017-08-26
"City Hotel";"0";99;"July";"28";0;3;2;0;0;"SC";"CHE";0;103.5;"Check-Out";2016-07-06
"City Hotel";"0";3;"December";"50";0;1;1;0;0;"BB";"PRT";0;65;"Check-Out";2015-12-10
"City Hotel";"1";112;"August";"35";1;4;3;0;0;"BB";"ESP";0;150.3;"Canceled";2016-08-22
"Resort Hotel";"1";393;"October";"41";2;2;2;0;0;"HB";"PRT";0;72;"Canceled";2016-10-08
"Resort Hotel";"1";162;"March";"10";6;15;2;0;0;"HB";"PRT";0;82;"Canceled";2016-03-04
"City Hotel";"0";68;"April";"18";2;0;3;0;0;"BB";"PRT";0;133.2;"Check-Out";2016-04-24
"Resort Hotel";"0";48;"July";"29";2;5;2;0;0;"BB";"GBR";0;123;"Check-Out";2015-07-12
"City Hotel";"0";13;"December";"50";1;0;1;0;0;"BB";"NLD";0;96;"Check-Out";2016-12-05
"City Hotel";"0";27;"March";"11";1;3;2;0;0;"SC";"FRA";0;79.05;"Check-Out";2017-03-13
"Resort Hotel";"0";275;"July";"29";2;5;2;2;0;"BB";"RUS";0;244;"Check-Out";2017-07-20
"City Hotel";"1";136;"July";"27";2;2;2;0;0;"BB";"CHE";0;93.08;"Canceled";2016-07-02
"City Hotel";"0";0;"November";"47";1;2;2;0;0;"BB";"PRT";0;75;"Check-Out";2015-11-16
"Resort Hotel";"1";340;"June";"23";0;2;2;0;0;"BB";"FIN";0;88.2;"Canceled";2017-06-07
"City Hotel";"0";298;"April";"15";1;2;2;0;0;"BB";"DEU";0;90;"Check-Out";2017-04-14
"City Hotel";"0";17;"October";"40";0;2;1;0;0;"BB";"IND";0;73.88;"Check-Out";2015-10-01
"Resort Hotel";"0";6;"July";"29";0;1;1;0;0;"BB";"PRT";0;65;"Check-Out";2016-07-13
"City Hotel";"0";13;"May";"22";0;1;1;0;0;"SC";"NLD";0;88;"Check-Out";2017-05-30
"City Hotel";"0";131;"July";"28";0;1;2;0;0;"SC";"PRT";0;103.5;"Check-Out";2016-07-07
"City Hotel";"0";80;"October";"41";0;2;2;0;0;"HB";"PRT";50;136;"Check-Out";2015-10-09
"City Hotel";"1";106;"December";"50";0;2;2;0;0;"BB";"PRT";57;75;"Canceled";2015-12-09
"Resort Hotel";"1";259;"September";"38";0;3;2;0;0;"BB";"GBR";0;40.05;"Canceled";2015-09-17
"City Hotel";"0";92;"April";"14";0;2;3;0;0;"BB";"AUT";0;166.5;"Check-Out";2017-04-07
"Resort Hotel";"0";97;"June";"25";1;5;2;0;0;"BB";"ESP";0;120;"Check-Out";2017-06-19
"City Hotel";"0";71;"March";"11";2;3;2;0;0;"SC";"SWE";0;45.9;"Check-Out";2016-03-12
"Resort Hotel";"1";261;"October";"42";2;6;2;0;0;"HB";"PRT";0;72;"Canceled";2015-10-16
"Resort Hotel";"0";17;"November";"45";0;1;2;0;0;"BB";"PRT";0;72;"Check-Out";2016-11-05
"Resort Hotel";"0";12;"December";"51";1;0;2;0;0;"BB";"IRL";0;48;"Check-Out";2015-12-13
"City Hotel";"0";0;"November";"46";1;1;1;0;0;"BB";"PRT";0;65;"Check-Out";2015-11-09
"City Hotel";"0";68;"March";"11";0;2;1;0;0;"BB";"PRT";0;65;"Check-Out";2017-03-15
"City Hotel";"1";14;"October";"42";0;1;1;0;0;"BB";"PRT";0;100;"Canceled";2015-10-15
"City Hotel";"1";47;"March";"11";1;2;2;0;0;"BB";"ESP";0;133.2;"Canceled";2017-03-17
"City Hotel";"0";5;"September";"37";1;0;3;0;0;"BB";"CHN";0;150;"Check-Out";2016-09-05
"Resort Hotel";"0";0;"April";"18";0;1;2;0;0;"BB";"ESP";0;65;"Check-Out";2016-04-27
"City Hotel";"0";68;"April";"16";2;3;2;0;0;"BB";"AUT";0;126;"Check-Out";2017-04-20
"Resort Hotel";"0";118;"May";"19";2;5;1;0;0;"BB";"IRL";0;42;"Check-Out";2017-05-10
"City Hotel";"0";5;"June";"25";0;1;2;0;0;"BB";"PRT";0;100;"Check-Out";2016-06-14
"City Hotel";"1";422;"September";"38";0;2;2;0;0;"BB";"PRT";0;65;"Canceled";2016-09-16
"City Hotel";"0";137;"March";"10";1;1;2;0;0;"BB";"ISR";0;80;"Check-Out";2017-03-06
"City Hotel";"0";0;"March";"12";0;1;2;0;0;"SC";"IRL";0;89;"Check-Out";2017-03-22
"City Hotel";"1";61;"January";"4";0;2;2;0;0;"BB";"PRT";0;80;"Canceled";2017-01-25
"City Hotel";"1";11;"October";"44";1;2;2;0;0;"BB";"PRT";0;113.33;"Canceled";2015-10-30
"Resort Hotel";"1";143;"October";"41";2;5;2;0;0;"BB";"PRT";0;36.05;"Canceled";2015-10-10
"City Hotel";"1";130;"April";"16";0;4;2;0;0;"BB";"PRT";10;100;"Canceled";2016-04-13
"City Hotel";"0";29;"January";"3";0;3;1;0;0;"BB";"POL";0;65;"Check-Out";2017-01-18
"City Hotel";"1";153;"June";"25";0;4;1;0;0;"BB";"PRT";0;110;"Canceled";2017-06-21
"City Hotel";"1";379;"October";"44";1;1;2;0;0;"BB";"PRT";0;62;"Canceled";2015-10-31
"City Hotel";"0";48;"August";"33";0;2;2;1;0;"BB";"ECU";0;180;"Check-Out";2017-08-15
"Resort Hotel";"0";254;"September";"37";2;2;2;0;0;"BB";"CN";0;36;"Check-Out";2015-09-12
"City Hotel";"1";121;"January";"1";2;2;2;0;0;"BB";"ITA";0;88.4;"Canceled";2017-01-06
"Resort Hotel";"0";108;"July";"28";4;10;2;0;0;"HB";"GBR";0;134.85;"Check-Out";2017-07-14
"Resort Hotel";"0";56;"May";"19";2;5;2;0;0;"BB";"GBR";0;46.75;"Check-Out";2016-05-05
"City Hotel";"0";3;"July";"28";0;1;2;0;0;"BB";"FRA";0;123.2;"Check-Out";2017-07-15
